,SK_ID_CURR
482,105435.0
483,105440.0
484,105443.0
485,105458.0
486,105477.0
487,105479.0
488,105487.0
489,105489.0
490,105494.0
491,105499.0
492,105505.0
493,105509.0
494,105517.0
495,105534.0
496,105546.0
497,105570.0
498,105583.0
499,105597.0
500,105604.0
501,105611.0
502,105627.0
503,105652.0
504,105663.0
505,105670.0
506,105673.0
507,105688.0
508,105708.0
509,105717.0
510,105718.0
511,105723.0
512,105731.0
513,105753.0
514,105774.0
515,105775.0
516,105796.0
517,105799.0
518,105800.0
519,105828.0
520,105842.0
521,105859.0
522,105879.0
523,105880.0
524,105891.0
525,105894.0
526,105903.0
527,105904.0
528,105905.0
529,105910.0
530,105917.0
531,105918.0
532,105935.0
533,105951.0
534,105961.0
535,105963.0
536,105980.0
537,105981.0
538,105986.0
539,105988.0
540,105990.0
541,106016.0
542,106023.0
543,106046.0
544,106050.0
545,106071.0
546,106073.0
547,106096.0
548,106111.0
549,106117.0
550,106130.0
551,106146.0
552,106159.0
553,106164.0
554,106187.0
555,106190.0
556,106209.0
557,106215.0
558,106219.0
559,106224.0
560,106232.0
561,106237.0
562,106241.0
563,106270.0
564,106278.0
565,106325.0
566,106331.0
567,106337.0
568,106362.0
569,106371.0
570,106382.0
571,106385.0
572,106407.0
573,106417.0
574,106424.0
575,106443.0
576,106448.0
577,106459.0
578,106460.0
579,106483.0
580,106493.0
581,106499.0
582,106510.0
583,106512.0
584,106530.0
585,106546.0
586,106547.0
587,106573.0
588,106578.0
589,106582.0
590,106596.0
591,106606.0
592,106613.0
593,106617.0
594,106628.0
595,106632.0
596,106652.0
597,106657.0
598,106658.0
599,106676.0
600,106689.0
601,106719.0
602,106734.0
603,106737.0
604,106758.0
605,106778.0
606,106807.0
607,106809.0
608,106826.0
609,106843.0
610,106850.0
611,106879.0
612,106902.0
613,106934.0
614,106955.0
615,106960.0
616,106962.0
617,106970.0
618,106976.0
619,106988.0
620,106993.0
621,106996.0
622,106999.0
623,107002.0
624,107009.0
625,107020.0
626,107035.0
627,107051.0
628,107053.0
629,107060.0
630,107063.0
631,107077.0
632,107085.0
633,107086.0
634,107091.0
635,107116.0
636,107126.0
637,107140.0
638,107141.0
639,107158.0
640,107169.0
641,107177.0
642,107185.0
643,107193.0
644,107199.0
645,107207.0
646,107208.0
647,107213.0
648,107218.0
649,107224.0
650,107227.0
651,107228.0
652,107235.0
653,107265.0
654,107276.0
655,107325.0
656,107326.0
657,107342.0
658,107347.0
659,107348.0
660,107354.0
661,107393.0
662,107409.0
663,107410.0
664,107433.0
665,107447.0
666,107448.0
667,107474.0
668,107477.0
669,107493.0
670,107498.0
671,107505.0
672,107513.0
673,107521.0
674,107539.0
675,107550.0
676,107570.0
677,107578.0
678,107581.0
679,107591.0
680,107598.0
681,107615.0
682,107617.0
683,107619.0
684,107631.0
685,107640.0
686,107656.0
687,107663.0
688,107674.0
689,107676.0
690,107689.0
691,107696.0
692,107699.0
693,107711.0
694,107714.0
695,107729.0
696,107732.0
697,107794.0
698,107796.0
699,107818.0
700,107854.0
701,107861.0
702,107866.0
703,107873.0
704,107883.0
705,107889.0
706,107891.0
707,107898.0
708,107902.0
709,107907.0
710,107939.0
711,107953.0
712,107974.0
713,107975.0
714,107976.0
715,107994.0
716,108015.0
717,108026.0
718,108028.0
719,108038.0
720,108039.0
721,108044.0
722,108047.0
723,108052.0
724,108056.0
725,108059.0
726,108062.0
727,108064.0
728,108083.0
729,108086.0
730,108090.0
731,108093.0
732,108095.0
733,108134.0
734,108139.0
735,108146.0
736,108151.0
737,108165.0
738,108181.0
739,108182.0
740,108204.0
741,108224.0
742,108238.0
743,108263.0
744,108267.0
745,108269.0
746,108270.0
747,108294.0
748,108296.0
749,108297.0
750,108307.0
751,108318.0
752,108324.0
753,108325.0
754,108357.0
755,108368.0
756,108369.0
757,108399.0
758,108409.0
759,108424.0
760,108450.0
761,108457.0
762,108471.0
763,108499.0
764,108513.0
765,108533.0
766,108558.0
767,108576.0
768,108606.0
769,108626.0
770,108634.0
771,108657.0
772,108673.0
773,108675.0
774,108714.0
775,108716.0
776,108728.0
777,108734.0
778,108738.0
779,108743.0
780,108744.0
781,108746.0
782,108754.0
783,108758.0
784,108771.0
785,108775.0
786,108792.0
787,108797.0
788,108803.0
789,108805.0
790,108838.0
791,108845.0
792,108846.0
793,108854.0
794,108859.0
795,108868.0
796,108872.0
797,108882.0
798,108888.0
799,108896.0
800,108914.0
801,108919.0
802,108933.0
803,108934.0
804,108975.0
805,108984.0
806,109006.0
807,109025.0
808,109030.0
809,109072.0
810,109074.0
811,109075.0
812,109091.0
813,109108.0
814,109116.0
815,109118.0
816,109123.0
817,109124.0
818,109129.0
819,109133.0
820,109135.0
821,109137.0
822,109140.0
823,109144.0
824,109154.0
825,109157.0
826,109159.0
827,109171.0
828,109190.0
829,109205.0
830,109217.0
831,109229.0
832,109236.0
833,109247.0
834,109261.0
835,109283.0
836,109299.0
837,109310.0
838,109314.0
839,109350.0
840,109352.0
841,109361.0
842,109365.0
843,109371.0
844,109387.0
845,109396.0
846,109415.0
847,109430.0
848,109434.0
849,109435.0
850,109450.0
851,109481.0
852,109482.0
853,109486.0
854,109488.0
855,109492.0
856,109509.0
857,109527.0
858,109531.0
859,109537.0
860,109540.0
861,109552.0
862,109559.0
863,109579.0
864,109608.0
865,109610.0
866,109613.0
867,109614.0
868,109616.0
869,109628.0
870,109630.0
871,109647.0
872,109654.0
873,109662.0
874,109668.0
875,109674.0
876,109678.0
877,109684.0
878,109719.0
879,109723.0
880,109747.0
881,109752.0
882,109778.0
883,109781.0
884,109800.0
885,109815.0
886,109819.0
887,109825.0
888,109833.0
889,109837.0
890,109839.0
891,109842.0
892,109853.0
893,109861.0
894,109864.0
895,109875.0
896,109900.0
897,109922.0
898,109928.0
899,109940.0
900,109942.0
901,109943.0
902,109957.0
903,109966.0
904,109980.0
905,109989.0
906,110021.0
907,110022.0
908,110028.0
909,110034.0
910,110035.0
911,110037.0
912,110051.0
913,110053.0
914,110055.0
915,110072.0
916,110096.0
917,110106.0
918,110107.0
919,110123.0
920,110124.0
921,110129.0
922,110137.0
923,110159.0
924,110161.0
925,110173.0
926,110180.0
927,110185.0
928,110189.0
929,110231.0
930,110232.0
931,110233.0
932,110239.0
933,110242.0
934,110243.0
935,110250.0
936,110270.0
937,110273.0
938,110290.0
939,110292.0
940,110298.0
941,110301.0
942,110309.0
943,110316.0
944,110375.0
945,110378.0
946,110398.0
947,110423.0
948,110431.0
949,110440.0
950,110449.0
951,110452.0
952,110462.0
953,110482.0
954,110506.0
955,110512.0
956,110528.0
957,110560.0
958,110563.0
959,110566.0
960,110575.0
961,110579.0
962,110606.0
963,110607.0
964,110616.0
965,110624.0
966,110647.0
967,110651.0
968,110667.0
969,110670.0
970,110697.0
971,110716.0
972,110765.0
973,110791.0
974,110806.0
975,110829.0
976,110830.0
977,110843.0
978,110856.0
979,110876.0
980,110879.0
981,110882.0
982,110897.0
983,110904.0
984,110916.0
985,110918.0
986,110919.0
987,110923.0
988,110931.0
989,110938.0
990,110959.0
991,110963.0
992,110972.0
993,111031.0
994,111061.0
995,111062.0
996,111125.0
997,111129.0
998,111136.0
999,111224.0
1000,111226.0
1001,111229.0
1002,111254.0
1003,111257.0
1004,111271.0
1005,111284.0
1006,111305.0
1007,111330.0
1008,111337.0
1009,111348.0
1010,111352.0
1011,111354.0
1012,111364.0
1013,111376.0
1014,111380.0
1015,111389.0
1016,111392.0
1017,111398.0
1018,111399.0
1019,111433.0
1020,111445.0
1021,111457.0
1022,111461.0
1023,111480.0
1024,111481.0
1025,111485.0
1026,111486.0
1027,111487.0
1028,111516.0
1029,111524.0
1030,111525.0
1031,111552.0
1032,111565.0
1033,111568.0
1034,111587.0
1035,111616.0
1036,111626.0
1037,111639.0
1038,111648.0
1039,111653.0
1040,111659.0
1041,111666.0
1042,111674.0
1043,111676.0
1044,111677.0
1045,111678.0
1046,111705.0
1047,111714.0
1048,111723.0
1049,111728.0
1050,111742.0
1051,111800.0
1052,111801.0
1053,111823.0
1054,111862.0
1055,111864.0
1056,111879.0
1057,111885.0
1058,111915.0
1059,111923.0
1060,111926.0
1061,111942.0
1062,111945.0
1063,111968.0
1064,111981.0
1065,111983.0
1066,111986.0
1067,111999.0
1068,112001.0
1069,112013.0
1070,112014.0
1071,112016.0
1072,112023.0
1073,112051.0
1074,112136.0
1075,112151.0
1076,112163.0
1077,112164.0
1078,112190.0
1079,112194.0
1080,112204.0
1081,112218.0
1082,112220.0
1083,112226.0
1084,112242.0
1085,112261.0
1086,112289.0
1087,112299.0
1088,112301.0
1089,112321.0
1090,112341.0
1091,112343.0
1092,112375.0
1093,112377.0
1094,112431.0
1095,112432.0
1096,112481.0
1097,112490.0
1098,112495.0
1099,112529.0
1100,112538.0
1101,112545.0
1102,112561.0
1103,112568.0
1104,112633.0
1105,112639.0
1106,112640.0
1107,112656.0
1108,112672.0
1109,112680.0
1110,112689.0
1111,112713.0
1112,112741.0
1113,112762.0
1114,112780.0
1115,112828.0
1116,112830.0
1117,112833.0
1118,112860.0
1119,112865.0
1120,112869.0
1121,112871.0
1122,112875.0
1123,112891.0
1124,112905.0
1125,112921.0
1126,112933.0
1127,112940.0
1128,112943.0
1129,112945.0
1130,112958.0
1131,112983.0
1132,113013.0
1133,113014.0
1134,113043.0
1135,113056.0
1136,113059.0
1137,113065.0
1138,113079.0
1139,113082.0
1140,113088.0
1141,113093.0
1142,113099.0
1143,113106.0
1144,113121.0
1145,113125.0
1146,113126.0
1147,113140.0
1148,113165.0
1149,113183.0
1150,113196.0
1151,113221.0
1152,113226.0
1153,113258.0
1154,113263.0
1155,113283.0
1156,113297.0
1157,113314.0
1158,113317.0
1159,113321.0
1160,113338.0
1161,113344.0
1162,113359.0
1163,113364.0
1164,113372.0
1165,113374.0
1166,113386.0
1167,113412.0
1168,113415.0
1169,113425.0
1170,113430.0
1171,113436.0
1172,113439.0
1173,113453.0
1174,113483.0
1175,113494.0
1176,113522.0
1177,113524.0
1178,113526.0
1179,113527.0
1180,113543.0
1181,113544.0
1182,113555.0
1183,113567.0
1184,113571.0
1185,113573.0
1186,113591.0
1187,113596.0
1188,113597.0
1189,113621.0
1190,113632.0
1191,113636.0
1192,113646.0
1193,113649.0
1194,113663.0
1195,113668.0
1196,113689.0
1197,113700.0
1198,113726.0
1199,113729.0
1200,113730.0
1201,113755.0
1202,113776.0
1203,113780.0
1204,113785.0
1205,113792.0
1206,113796.0
1207,113801.0
1208,113812.0
1209,113814.0
1210,113819.0
1211,113821.0
1212,113823.0
1213,113851.0
1214,113861.0
1215,113868.0
1216,113876.0
1217,113884.0
1218,113917.0
1219,113928.0
1220,113935.0
1221,113958.0
1222,113983.0
1223,113987.0
1224,113996.0
1225,114004.0
1226,114005.0
1227,114016.0
1228,114021.0
1229,114070.0
1230,114071.0
1231,114078.0
1232,114081.0
1233,114104.0
1234,114122.0
1235,114141.0
1236,114159.0
1237,114162.0
1238,114165.0
1239,114179.0
1240,114199.0
1241,114214.0
1242,114223.0
1243,114230.0
1244,114242.0
1245,114247.0
1246,114254.0
1247,114275.0
1248,114290.0
1249,114293.0
1250,114302.0
1251,114306.0
1252,114311.0
1253,114342.0
1254,114355.0
1255,114358.0
1256,114363.0
1257,114369.0
1258,114416.0
1259,114431.0
1260,114437.0
1261,114446.0
1262,114459.0
1263,114465.0
1264,114467.0
1265,114475.0
1266,114495.0
1267,114498.0
1268,114512.0
1269,114525.0
1270,114533.0
1271,114567.0
1272,114575.0
1273,114579.0
1274,114589.0
1275,114592.0
1276,114595.0
1277,114608.0
1278,114627.0
1279,114630.0
1280,114637.0
1281,114652.0
1282,114672.0
1283,114713.0
1284,114733.0
1285,114739.0
1286,114745.0
1287,114747.0
1288,114752.0
1289,114754.0
1290,114756.0
1291,114758.0
1292,114765.0
1293,114776.0
1294,114813.0
1295,114819.0
1296,114831.0
1297,114837.0
1298,114843.0
1299,114862.0
1300,114877.0
1301,114881.0
1302,114904.0
1303,114911.0
1304,114916.0
1305,114936.0
1306,114941.0
1307,114947.0
1308,114950.0
1309,114956.0
1310,114963.0
1311,114991.0
1312,115004.0
1313,115017.0
1314,115019.0
1315,115041.0
1316,115042.0
1317,115050.0
1318,115060.0
1319,115063.0
1320,115086.0
1321,115089.0
1322,115109.0
1323,115115.0
1324,115123.0
1325,115146.0
1326,115152.0
1327,115156.0
1328,115195.0
1329,115215.0
1330,115240.0
1331,115242.0
1332,115255.0
1333,115257.0
1334,115262.0
1335,115273.0
1336,115275.0
1337,115277.0
1338,115332.0
1339,115345.0
1340,115348.0
1341,115372.0
1342,115374.0
1343,115380.0
1344,115384.0
1345,115390.0
1346,115402.0
1347,115422.0
1348,115426.0
1349,115449.0
1350,115451.0
1351,115482.0
1352,115508.0
1353,115527.0
1354,115528.0
1355,115529.0
1356,115536.0
1357,115538.0
1358,115539.0
1359,115562.0
1360,115567.0
1361,115570.0
1362,115589.0
1363,115597.0
1364,115622.0
1365,115642.0
1366,115656.0
1367,115663.0
1368,115664.0
1369,115667.0
1370,115674.0
1371,115689.0
1372,115697.0
1373,115699.0
1374,115748.0
1375,115749.0
1376,115766.0
1377,115788.0
1378,115795.0
1379,115808.0
1380,115809.0
1381,115815.0
1382,115829.0
1383,115830.0
1384,115838.0
1385,115843.0
1386,115845.0
1387,115848.0
1388,115866.0
1389,115896.0
1390,115898.0
1391,115906.0
1392,115908.0
1393,115930.0
1394,115936.0
1395,115940.0
1396,115949.0
1397,115953.0
1398,115954.0
1399,115991.0
1400,116003.0
1401,116004.0
1402,116020.0
1403,116021.0
1404,116026.0
1405,116053.0
1406,116069.0
1407,116081.0
1408,116098.0
1409,116139.0
1410,116151.0
1411,116158.0
1412,116169.0
1413,116173.0
1414,116183.0
1415,116185.0
1416,116190.0
1417,116194.0
1418,116209.0
1419,116243.0
1420,116274.0
1421,116275.0
1422,116319.0
1423,116326.0
1424,116337.0
1425,116339.0
1426,116368.0
1427,116373.0
1428,116378.0
1429,116401.0
1430,116419.0
1431,116421.0
1432,116426.0
1433,116452.0
1434,116464.0
1435,116475.0
1436,116484.0
1437,116487.0
1438,116495.0
1439,116500.0
1440,116514.0
1441,116516.0
1442,116517.0
1443,116559.0
1444,116564.0
1445,116588.0
1446,116592.0
1447,116599.0
1448,116600.0
1449,116620.0
1450,116625.0
1451,116636.0
1452,116646.0
1453,116652.0
1454,116661.0
1455,116687.0
1456,116715.0
1457,116734.0
1458,116738.0
1459,116764.0
1460,116775.0
1461,116793.0
1462,116819.0
1463,116820.0
1464,116824.0
1465,116827.0
1466,116835.0
1467,116841.0
1468,116849.0
1469,116850.0
1470,116851.0
1471,116855.0
1472,116868.0
1473,116898.0
1474,116905.0
1475,116910.0
1476,116911.0
1477,116916.0
1478,116918.0
1479,116921.0
1480,116931.0
1481,116934.0
1482,116941.0
1483,116959.0
1484,116962.0
1485,116967.0
1486,116968.0
1487,116970.0
1488,116978.0
1489,116983.0
1490,116989.0
1491,117006.0
1492,117008.0
1493,117015.0
1494,117018.0
1495,117022.0
1496,117024.0
1497,117039.0
1498,117058.0
1499,117065.0
1500,117084.0
1501,117085.0
1502,117086.0
1503,117097.0
1504,117111.0
1505,117130.0
1506,117136.0
1507,117185.0
1508,117188.0
1509,117191.0
1510,117198.0
1511,117213.0
1512,117221.0
1513,117232.0
1514,117240.0
1515,117245.0
1516,117252.0
1517,117273.0
1518,117309.0
1519,117311.0
1520,117317.0
1521,117329.0
1522,117340.0
1523,117354.0
1524,117355.0
1525,117372.0
1526,117379.0
1527,117380.0
1528,117385.0
1529,117403.0
1530,117407.0
1531,117414.0
1532,117416.0
1533,117419.0
1534,117440.0
1535,117442.0
1536,117445.0
1537,117488.0
1538,117505.0
1539,117518.0
1540,117573.0
1541,117575.0
1542,117577.0
1543,117582.0
1544,117586.0
1545,117593.0
1546,117602.0
1547,117606.0
1548,117608.0
1549,117609.0
1550,117618.0
1551,117629.0
1552,117647.0
1553,117666.0
1554,117670.0
1555,117671.0
1556,117673.0
1557,117688.0
1558,117693.0
1559,117702.0
1560,117770.0
1561,117793.0
1562,117809.0
1563,117825.0
1564,117830.0
1565,117855.0
1566,117857.0
1567,117864.0
1568,117880.0
1569,117893.0
1570,117899.0
1571,117901.0
1572,117910.0
1573,117913.0
1574,117932.0
1575,117953.0
1576,117966.0
1577,118007.0
1578,118030.0
1579,118039.0
1580,118041.0
1581,118062.0
1582,118068.0
1583,118079.0
1584,118092.0
1585,118098.0
1586,118111.0
1587,118118.0
1588,118131.0
1589,118133.0
1590,118135.0
1591,118154.0
1592,118155.0
1593,118164.0
1594,118167.0
1595,118187.0
1596,118195.0
1597,118200.0
1598,118203.0
1599,118213.0
1600,118219.0
1601,118221.0
1602,118242.0
1603,118260.0
1604,118306.0
1605,118317.0
1606,118338.0
1607,118350.0
1608,118351.0
1609,118357.0
1610,118363.0
1611,118370.0
1612,118393.0
1613,118399.0
1614,118414.0
1615,118418.0
1616,118432.0
1617,118457.0
1618,118463.0
1619,118466.0
1620,118476.0
1621,118493.0
1622,118494.0
1623,118520.0
1624,118544.0
1625,118545.0
1626,118549.0
1627,118553.0
1628,118554.0
1629,118568.0
1630,118571.0
1631,118575.0
1632,118576.0
1633,118606.0
1634,118618.0
1635,118637.0
1636,118638.0
1637,118648.0
1638,118651.0
1639,118661.0
1640,118664.0
1641,118665.0
1642,118670.0
1643,118679.0
1644,118705.0
1645,118725.0
1646,118726.0
1647,118757.0
1648,118759.0
1649,118774.0
1650,118780.0
1651,118787.0
1652,118788.0
1653,118794.0
1654,118830.0
1655,118832.0
1656,118834.0
1657,118837.0
1658,118839.0
1659,118850.0
1660,118857.0
1661,118891.0
1662,118902.0
1663,118906.0
1664,118907.0
1665,118912.0
1666,118938.0
1667,118944.0
1668,118958.0
1669,118963.0
1670,118968.0
1671,118978.0
1672,118989.0
1673,118995.0
1674,118999.0
1675,119002.0
1676,119037.0
1677,119040.0
1678,119086.0
1679,119117.0
1680,119119.0
1681,119124.0
1682,119126.0
1683,119139.0
1684,119167.0
1685,119183.0
1686,119185.0
1687,119196.0
1688,119212.0
1689,119231.0
1690,119234.0
1691,119246.0
1692,119253.0
1693,119255.0
1694,119262.0
1695,119284.0
1696,119287.0
1697,119288.0
1698,119300.0
1699,119306.0
1700,119309.0
1701,119337.0
1702,119345.0
1703,119351.0
1704,119354.0
1705,119381.0
1706,119384.0
1707,119392.0
1708,119410.0
1709,119417.0
1710,119420.0
1711,119437.0
1712,119457.0
1713,119461.0
1714,119486.0
1715,119497.0
1716,119504.0
1717,119506.0
1718,119526.0
1719,119527.0
1720,119528.0
1721,119544.0
1722,119560.0
1723,119569.0
1724,119592.0
1725,119598.0
1726,119614.0
1727,119623.0
1728,119631.0
1729,119646.0
1730,119661.0
1731,119666.0
1732,119670.0
1733,119700.0
1734,119701.0
1735,119716.0
1736,119723.0
1737,119727.0
1738,119733.0
1739,119737.0
1740,119754.0
1741,119755.0
1742,119758.0
1743,119791.0
1744,119799.0
1745,119857.0
1746,119862.0
1747,119881.0
1748,119890.0
1749,119894.0
1750,119904.0
1751,119909.0
1752,119911.0
1753,119941.0
1754,119942.0
1755,119954.0
1756,119960.0
1757,119978.0
1758,120005.0
1759,120028.0
1760,120072.0
1761,120073.0
1762,120089.0
1763,120092.0
1764,120096.0
1765,120110.0
1766,120122.0
1767,120135.0
1768,120136.0
1769,120148.0
1770,120157.0
1771,120178.0
1772,120192.0
1773,120224.0
1774,120225.0
1775,120241.0
1776,120248.0
1777,120252.0
1778,120302.0
1779,120317.0
1780,120318.0
1781,120322.0
1782,120330.0
1783,120331.0
1784,120332.0
1785,120348.0
1786,120353.0
1787,120360.0
1788,120379.0
1789,120406.0
1790,120414.0
1791,120423.0
1792,120426.0
1793,120447.0
1794,120465.0
1795,120469.0
1796,120476.0
1797,120487.0
1798,120499.0
1799,120516.0
1800,120519.0
1801,120523.0
1802,120555.0
1803,120567.0
1804,120576.0
1805,120597.0
1806,120635.0
1807,120639.0
1808,120661.0
1809,120670.0
1810,120674.0
1811,120686.0
1812,120703.0
1813,120715.0
1814,120720.0
1815,120743.0
1816,120749.0
1817,120763.0
1818,120772.0
1819,120774.0
1820,120785.0
1821,120808.0
1822,120813.0
1823,120815.0
1824,120827.0
1825,120828.0
1826,120838.0
1827,120855.0
1828,120860.0
1829,120884.0
1830,120889.0
1831,120896.0
1832,120911.0
1833,120958.0
1834,120964.0
1835,120973.0
1836,120979.0
1837,121001.0
1838,121015.0
1839,121026.0
1840,121032.0
1841,121043.0
1842,121054.0
1843,121090.0
1844,121097.0
1845,121114.0
1846,121117.0
1847,121140.0
1848,121155.0
1849,121167.0
1850,121172.0
1851,121173.0
1852,121179.0
1853,121183.0
1854,121185.0
1855,121188.0
1856,121219.0
1857,121234.0
1858,121253.0
1859,121277.0
1860,121286.0
1861,121295.0
1862,121299.0
1863,121305.0
1864,121307.0
1865,121313.0
1866,121314.0
1867,121316.0
1868,121318.0
1869,121369.0
1870,121370.0
1871,121378.0
